Property_address,Listing_link,Rent_price,#bedrooms,#bathrooms,Square_footage,images
"2805 S Fieldstone Ln, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/2805-S-Fieldstone-Ln-Flagstaff-AZ-86001/118485103_zpid/,"$2,900/mo",3,3,1697,"['https://photos.zillowstatic.com/fp/c3c58353287686f538b517a40ecf2aa6-p_e.jpg','https://photos.zillowstatic.com/fp/bccf1c52505b3773e23fa30e63dc948b-p_e.jpg','https://photos.zillowstatic.com/fp/421ce64406aa9a030439a77aa09b79e4-p_e.jpg','https://photos.zillowstatic.com/fp/62a95295fb4bbe2ec99147013d33a969-p_e.jpg','https://photos.zillowstatic.com/fp/34e7eb04b3414d679e14b5a74adaf75c-p_e.jpg','https://photos.zillowstatic.com/fp/91b6029500400b6f0e238d67394df872-p_e.jpg','https://photos.zillowstatic.com/fp/ed1cf45603f8688b28e50d87a4aa7320-p_e.jpg','https://photos.zillowstatic.com/fp/405dcebd95a24452ce600527cb8b9fed-p_e.jpg','https://photos.zillowstatic.com/fp/6d265027fe42815347b3abb8f60e9a8a-p_e.jpg','https://photos.zillowstatic.com/fp/4f8afe775dd9d4d06ac6a3556abf0570-p_e.jpg','https://photos.zillowstatic.com/fp/a338bb87ca2eb890d359bc476e2606ec-p_e.jpg','https://photos.zillowstatic.com/fp/ba91b0427e11434c80c1adfa16ba783b-p_e.jpg','https://photos.zillowstatic.com/fp/8476f7e93870348b2afe818be0cae587-p_e.jpg','https://photos.zillowstatic.com/fp/4f53e6e23089fc47959266c5eb9ca7d2-p_e.jpg','https://photos.zillowstatic.com/fp/b06fed68a8e9e5931f73c89765b16566-p_e.jpg','https://photos.zillowstatic.com/fp/65f63052fd0eb89a68ed5dbc4fb1999d-p_e.jpg','https://photos.zillowstatic.com/fp/fc6d17bdbf7821fc95a634e224055edd-p_e.jpg','https://photos.zillowstatic.com/fp/add5762bf78c00db4f87f6248ce2340a-p_e.jpg','https://photos.zillowstatic.com/fp/65ea5bb35deb9e409f9b08f2665dcdad-p_e.jpg','https://photos.zillowstatic.com/fp/e0ae69fc5e939a5652c81eff99896709-p_e.jpg','https://photos.zillowstatic.com/fp/4a919045904e9d6def1443b844a33df0-p_e.jpg','https://photos.zillowstatic.com/fp/b9790f0dc09c06a4e674c5f79ce56678-p_e.jpg','https://photos.zillowstatic.com/fp/e54b727b476deb8e10d5dfebc6b9c97c-p_e.jpg','https://photos.zillowstatic.com/fp/12ce7daf9aa829c6dff0891b1e10b938-p_e.jpg','https://photos.zillowstatic.com/fp/a5a2ead0d0b295cf7cb937cbb038b920-p_e.jpg','https://photos.zillowstatic.com/fp/b211e7f5c53cb138189ae35ee3d21f49-p_e.jpg','https://photos.zillowstatic.com/fp/28de46c46cf2425f8c6edfac6319f936-p_e.jpg','https://photos.zillowstatic.com/fp/1832dddc1c9b8c3be1d3d73812f3fb5a-p_e.jpg','https://photos.zillowstatic.com/fp/2adfff7aae84b4da31d7c3a8612a7216-p_e.jpg','https://photos.zillowstatic.com/fp/431bc5e1813b9857907a81bb242b6c8a-p_e.jpg','https://photos.zillowstatic.com/fp/67580a2ea8813ff3e6918ad655fe7ada-p_e.jpg']"
"3472 S Carol Dr, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/3472-S-Carol-Dr-Flagstaff-AZ-86005/7364260_zpid/,"$2,950/mo",3,3,1713,"['https://photos.zillowstatic.com/fp/686df1ba9f77551d18f6f75c9c34a9cc-p_e.jpg','https://photos.zillowstatic.com/fp/15272fe8dc8cd33105d25989c7a46f7e-p_e.jpg','https://photos.zillowstatic.com/fp/03ac8b28426a263fc702e1e197ed85b0-p_e.jpg']"
"(undisclosed Address), Flagstaff, AZ 86004",https://www.zillow.com/homedetails/Flagstaff-AZ-86004/2077704926_zpid/,"$1,595/mo",1,1,600,['https://photos.zillowstatic.com/fp/4be14fcb77737939324dd524fd9db799-p_e.jpg']
"2520 E Linda Vista Dr, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/2520-E-Linda-Vista-Dr-Flagstaff-AZ-86004/7361437_zpid/,"$4,500/mo",4,3,2141,"['https://photos.zillowstatic.com/fp/e6bf38d63914126776130cee257e83e4-p_e.jpg','https://photos.zillowstatic.com/fp/8bc7a8f3b44074895159b3c160f31dde-p_e.jpg','https://photos.zillowstatic.com/fp/7e88b0ee59aee5de0144a86510cbeea9-p_e.jpg','https://photos.zillowstatic.com/fp/4d5b6c3c801afa10477cafe32861735b-p_e.jpg','https://photos.zillowstatic.com/fp/c68798a6858c3f40fdbd03e7b26a5640-p_e.jpg','https://photos.zillowstatic.com/fp/625940f209f39d7e6094dbd30b1b2293-p_e.jpg','https://photos.zillowstatic.com/fp/f990d20dfbd029888d7a4de917299a84-p_e.jpg','https://photos.zillowstatic.com/fp/2d5559e851916587efa58b3e86e7080e-p_e.jpg','https://photos.zillowstatic.com/fp/87bd9fe3f1f439cb20a44519802b3892-p_e.jpg','https://photos.zillowstatic.com/fp/4deaaee19d5bf5c3bbff2b1615d71f6d-p_e.jpg','https://photos.zillowstatic.com/fp/d84a75707600b15aa17c0a23052c42da-p_e.jpg','https://photos.zillowstatic.com/fp/030b9d057e0a871362660c00b022215a-p_e.jpg','https://photos.zillowstatic.com/fp/470efdad3e6bc18a18486a1ed39fabff-p_e.jpg','https://photos.zillowstatic.com/fp/875182fb4e69971108fe487dfc0a41d7-p_e.jpg','https://photos.zillowstatic.com/fp/8e265fc2b89aae53c29c8e7cfde2ac22-p_e.jpg','https://photos.zillowstatic.com/fp/db8898d09512f5df36d8f53b2952dcb3-p_e.jpg','https://photos.zillowstatic.com/fp/4af2fd9ed0317a0c242d25c1ea0f26b9-p_e.jpg','https://photos.zillowstatic.com/fp/b8c10ce33212c5c0be1cf835d4108263-p_e.jpg','https://photos.zillowstatic.com/fp/53fe5405a71e25e6eb90aec11a218349-p_e.jpg','https://photos.zillowstatic.com/fp/9794d0ade90328f702d80a0107b5ca3e-p_e.jpg','https://photos.zillowstatic.com/fp/58f8eb70f3974dfa03f731b39bac47b7-p_e.jpg','https://photos.zillowstatic.com/fp/a139c8770521493eeec1bafe150c8f6c-p_e.jpg','https://photos.zillowstatic.com/fp/7be97a7dd793bb5f1051009261fd0a39-p_e.jpg','https://photos.zillowstatic.com/fp/cdedd7f91646f58a5efb606e0c51b132-p_e.jpg','https://photos.zillowstatic.com/fp/7e4b6524d51fa7d6e83230b79b504a87-p_e.jpg','https://photos.zillowstatic.com/fp/95e2463099466f022a4b389279a1ec7a-p_e.jpg','https://photos.zillowstatic.com/fp/766bc79d3173011a61d8cb9be71e9e53-p_e.jpg','https://photos.zillowstatic.com/fp/56c9b162d1a6a9fde4de5886396b9bb5-p_e.jpg','https://photos.zillowstatic.com/fp/eaa024a3815bd82c2fb0aae4b2c13f33-p_e.jpg','https://photos.zillowstatic.com/fp/d4076abec4912cb8e8483f7d86327fbd-p_e.jpg','https://photos.zillowstatic.com/fp/07233003fd98dddf681dad98a622552b-p_e.jpg','https://photos.zillowstatic.com/fp/3007cc2ce4ca4f623f1057d58912eedc-p_e.jpg','https://photos.zillowstatic.com/fp/99078dc5837c68f2fe06b47e53419661-p_e.jpg','https://photos.zillowstatic.com/fp/ac20a76969030bcfe1051aeb213dd559-p_e.jpg','https://photos.zillowstatic.com/fp/9cff00d717ba4ebe807831d6213f7ba9-p_e.jpg','https://photos.zillowstatic.com/fp/8391f8d294546790009f62c79cdd9884-p_e.jpg']"
"3923 N Geneva Cir, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/3923-N-Geneva-Cir-Flagstaff-AZ-86004/7360944_zpid/,"$3,000/mo",3,2,1913,"['https://photos.zillowstatic.com/fp/a033afd0dd6fe4b32b32a4d9549ff645-p_e.jpg','https://photos.zillowstatic.com/fp/d2ce6d08d5b7921a59ce1b87055d8594-p_e.jpg','https://photos.zillowstatic.com/fp/56e918f43f52e31af27b313c2ec5856c-p_e.jpg','https://photos.zillowstatic.com/fp/377f05d91d672815f7018be6f87f0949-p_e.jpg','https://photos.zillowstatic.com/fp/6a828b5d864156641daec31734eacee1-p_e.jpg','https://photos.zillowstatic.com/fp/9d70ba0f039355566dd1f6650dce072f-p_e.jpg','https://photos.zillowstatic.com/fp/2978c10a2cfb19a13af7c72cd5168831-p_e.jpg','https://photos.zillowstatic.com/fp/014d57870c0b3de3849a0dc799a9abcf-p_e.jpg','https://photos.zillowstatic.com/fp/787584309d7a32aa5871fe5ca143abca-p_e.jpg','https://photos.zillowstatic.com/fp/277bc30d4ea2ed0cd6f3fe2e01fa99cb-p_e.jpg','https://photos.zillowstatic.com/fp/2de26d5af02d33b57b3fd38cb609764e-p_e.jpg','https://photos.zillowstatic.com/fp/f3c8839a8d59bbfd39faab035e144389-p_e.jpg','https://photos.zillowstatic.com/fp/c120bf2ecfa90b2617a95b0f6c9c6210-p_e.jpg','https://photos.zillowstatic.com/fp/14d90f2c92c1a4d3037ada9a8f24b914-p_e.jpg','https://photos.zillowstatic.com/fp/6f47921b9d9e6f8ab4a2e5df0b3d7549-p_e.jpg','https://photos.zillowstatic.com/fp/802b3f0844ffd9620a993e68943a891b-p_e.jpg','https://photos.zillowstatic.com/fp/da46abb9fc12eecbb5cb9837ddb30d97-p_e.jpg','https://photos.zillowstatic.com/fp/d122bf921d59396077fead60347fcc68-p_e.jpg']"
"4343 E Soliere Ave, Flagstaff, AZ",/apartments/flagstaff-az/timberline-place/5XqTwq/,,,,,"['https://photos.zillowstatic.com/fp/5c517794af07b2b546f5933cacd31b84-p_e.jpg','https://photos.zillowstatic.com/fp/ef2adb9b8ffd1b19f75038865c86209d-p_e.jpg','https://photos.zillowstatic.com/fp/9acdecc3c99eb8394f8a9b72c05b337f-p_e.jpg','https://photos.zillowstatic.com/fp/ed6b37e129c2dff68040318396c688d4-p_e.jpg','https://photos.zillowstatic.com/fp/cabdec0513611360d031ad17ea245aa2-p_e.jpg','https://photos.zillowstatic.com/fp/d43639f75bda613b1b841ac15f2f9d38-p_e.jpg','https://photos.zillowstatic.com/fp/f7b26e54bd4cd225d077178a5fb8b1c4-p_e.jpg','https://photos.zillowstatic.com/fp/ee3a5981a7fa0d5acb52a2b3459009af-p_e.jpg','https://photos.zillowstatic.com/fp/7036d07c714cc6d9c3663ce88ca0aceb-p_e.jpg','https://photos.zillowstatic.com/fp/731ff03e49363fba7f74fec528091c7c-p_e.jpg','https://photos.zillowstatic.com/fp/145434e40d23acceaed1318fb9d8d181-p_e.jpg','https://photos.zillowstatic.com/fp/36db9a8332395c3123e73221d973058d-p_e.jpg','https://photos.zillowstatic.com/fp/67de1d85e397875520e34b69ede66cde-p_e.jpg']"
"3714 S Cochise Dr, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/3714-S-Cochise-Dr-Flagstaff-AZ-86005/7357885_zpid/,"$2,600/mo",3,2,1200,"['https://photos.zillowstatic.com/fp/a5abe3df9b75476886700b8b151ef420-p_e.jpg','https://photos.zillowstatic.com/fp/1b7eb01d79caf6fc26afb7df86acac4d-p_e.jpg','https://photos.zillowstatic.com/fp/133a8592dafcbfaab9eae47876852559-p_e.jpg','https://photos.zillowstatic.com/fp/75932ab6cb6590068e96bc4735d10b91-p_e.jpg','https://photos.zillowstatic.com/fp/3765eceb3e691ebc5b02d1251f943777-p_e.jpg','https://photos.zillowstatic.com/fp/a6ab73def14c0d3a322a348c40c75db8-p_e.jpg','https://photos.zillowstatic.com/fp/35246db537c1609a41a3f5edd9b917d1-p_e.jpg','https://photos.zillowstatic.com/fp/7f1fa62cf7b7353f2becb3625ade3cf0-p_e.jpg','https://photos.zillowstatic.com/fp/d52e46e5ab3a879e77d6bb604103df6d-p_e.jpg','https://photos.zillowstatic.com/fp/feace834f6818cb1c270f6b27ea6be11-p_e.jpg','https://photos.zillowstatic.com/fp/737ac915b3fb1dc63b90acbd29de7f9b-p_e.jpg','https://photos.zillowstatic.com/fp/14ebbd166071ddec6847979e00414017-p_e.jpg']"
"4368 N Brackin Ranch Rd W, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/4368-N-Brackin-Ranch-Rd-W-Flagstaff-AZ-86001/2064182829_zpid/,"$2,200/mo",2,1,1000,"['https://photos.zillowstatic.com/fp/a9d4541039747c858ae62b46d01f3696-p_e.jpg','https://photos.zillowstatic.com/fp/bb02f7ffa659c7a287a225d496443033-p_e.jpg','https://photos.zillowstatic.com/fp/d00947965a5a9e0bab011c38adb158be-p_e.jpg','https://photos.zillowstatic.com/fp/73cef19eb648b0463c66b60f709cef00-p_e.jpg','https://photos.zillowstatic.com/fp/41111d1bd31346d0f5a58d32830ab833-p_e.jpg','https://photos.zillowstatic.com/fp/58520cd4298349d9bec5c65094847d48-p_e.jpg','https://photos.zillowstatic.com/fp/c65063d2224aa6b9c6b5e062842bc841-p_e.jpg','https://photos.zillowstatic.com/fp/f63d9b9dbf366d7b390d6a8d5db6d240-p_e.jpg','https://photos.zillowstatic.com/fp/1ec897c37c2cfa2b99f7891a39625b90-p_e.jpg']"
"(undisclosed Address), Flagstaff, AZ 86005",https://www.zillow.com/homedetails/Flagstaff-AZ-86005/64956770_zpid/,"$4,000/mo",3,3,1900,"['https://photos.zillowstatic.com/fp/554c1a54ea9c55593dd0950151a8dc2f-p_e.jpg','https://photos.zillowstatic.com/fp/ed8e89f9117b8c45189d6feeddea0fdf-p_e.jpg','https://photos.zillowstatic.com/fp/01e8b741c0bae9e8616de616f8ab24d6-p_e.jpg','https://photos.zillowstatic.com/fp/f19699c637ccd3c1fa10c8025cf7c1ba-p_e.jpg','https://photos.zillowstatic.com/fp/755bb6d0716a46d968002d27d06c546f-p_e.jpg','https://photos.zillowstatic.com/fp/27d2687078a4fca4f89fd63cc10041ff-p_e.jpg','https://photos.zillowstatic.com/fp/2547b8e047698a043c271fca0d103deb-p_e.jpg','https://photos.zillowstatic.com/fp/de9602be98205a4bf927c52458cc52f0-p_e.jpg','https://photos.zillowstatic.com/fp/07fa07d75d382d4a999c5e4982d7c390-p_e.jpg','https://photos.zillowstatic.com/fp/8c4536717820e9fa2993ae088b82d24c-p_e.jpg','https://photos.zillowstatic.com/fp/8fbca14f962669c76f7c995a4613b95f-p_e.jpg','https://photos.zillowstatic.com/fp/bd4ad1e35c1c42b1ebff722acc71e48a-p_e.jpg','https://photos.zillowstatic.com/fp/fade84aaeac17bc30109a609ff5a821d-p_e.jpg']"
"713 W Birch Ave, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/713-W-Birch-Ave-Flagstaff-AZ-86001/7355632_zpid/,"$3,750/mo",3,2,2100,"['https://photos.zillowstatic.com/fp/3f342cd78ce37d33d89536390dfaa3ac-p_e.jpg','https://photos.zillowstatic.com/fp/84658e7b802a7a9ba8020961e1116a58-p_e.jpg','https://photos.zillowstatic.com/fp/6db1f8003b305df4c3aaf1f7928ee0a1-p_e.jpg','https://photos.zillowstatic.com/fp/861c9e576774d13496d8c997eaaebb5c-p_e.jpg','https://photos.zillowstatic.com/fp/abac1f2584763f7898d2af854d73921d-p_e.jpg','https://photos.zillowstatic.com/fp/368d458a70499d02440702a2476d5a49-p_e.jpg','https://photos.zillowstatic.com/fp/d3dbec3b88c5e1162fb8b1ef3c8f82b9-p_e.jpg','https://photos.zillowstatic.com/fp/e7f7585ecb4fc53c6621a673043479f3-p_e.jpg','https://photos.zillowstatic.com/fp/bfbeb175915e6237a8cf77f4d4953c1f-p_e.jpg']"
"(undisclosed Address), Flagstaff, AZ 86004",https://www.zillow.com/homedetails/Flagstaff-AZ-86004/7360153_zpid/,"$2,050/mo",2,2,1100,"['https://photos.zillowstatic.com/fp/8f6b112b6ccd30e5fc17a693afe9dfbc-p_e.jpg','https://photos.zillowstatic.com/fp/463d4277a3c6b67b15efa56decda1e36-p_e.jpg','https://photos.zillowstatic.com/fp/eb4f2abd8b46ddc6a14f01a02256bcd0-p_e.jpg','https://photos.zillowstatic.com/fp/510a901c746d4fc2ba5df8453218c5be-p_e.jpg','https://photos.zillowstatic.com/fp/37046f31909b8ee946d390bfb51252e6-p_e.jpg','https://photos.zillowstatic.com/fp/e507a8690600395c187e18bc57e5f16e-p_e.jpg','https://photos.zillowstatic.com/fp/3214556b7056f460bfdd70fa2aaee7d2-p_e.jpg','https://photos.zillowstatic.com/fp/4664aaadc08c15848395379e3bbb1cee-p_e.jpg','https://photos.zillowstatic.com/fp/eea155f74b2d12f93d8f028bb75365b1-p_e.jpg','https://photos.zillowstatic.com/fp/3b910383eaf7a9f0109962299c37b3e6-p_e.jpg','https://photos.zillowstatic.com/fp/81c1fd1f92d687a9af511c610aa44846-p_e.jpg']"
"(undisclosed Address), Flagstaff, AZ 86001",https://www.zillow.com/homedetails/Flagstaff-AZ-86001/124165310_zpid/,"$3,350/mo",3,3,1667,"['https://photos.zillowstatic.com/fp/747e1a08bdd88beb140615b899b0e671-p_e.jpg','https://photos.zillowstatic.com/fp/5b6d22c79a11c7757ab7b8c597ec3a70-p_e.jpg','https://photos.zillowstatic.com/fp/1e87e6f085574184461d7418ed9b3b7e-p_e.jpg','https://photos.zillowstatic.com/fp/66c444071e21150028bc70d553bfca9b-p_e.jpg','https://photos.zillowstatic.com/fp/09826be9c1abc397a3c304d61fcdded4-p_e.jpg','https://photos.zillowstatic.com/fp/c03309dbc79b0ffb45744c12e0dce39f-p_e.jpg','https://photos.zillowstatic.com/fp/5af7c2a1e04c6bd685e081be2912b275-p_e.jpg','https://photos.zillowstatic.com/fp/e41325ac95342e16e163a71ba8f97f94-p_e.jpg','https://photos.zillowstatic.com/fp/ab4a9d179f6d51a6a5c0874a19d3efbc-p_e.jpg','https://photos.zillowstatic.com/fp/f508ecd943f3fe47310348f2cbdcb248-p_e.jpg','https://photos.zillowstatic.com/fp/8e9eda50bf0e790b3c4dfccab9106bcc-p_e.jpg','https://photos.zillowstatic.com/fp/02404c7e766a516478a098de4bba7632-p_e.jpg','https://photos.zillowstatic.com/fp/584156b20fa24ed3611b047b405e1119-p_e.jpg','https://photos.zillowstatic.com/fp/3f53cf87d8e5e8e29ac84ae42a06f54a-p_e.jpg','https://photos.zillowstatic.com/fp/8f92fe3ee6b1cd2f527dd67a52a06916-p_e.jpg','https://photos.zillowstatic.com/fp/3e2b7cd2a43cb6750c12e1056c3977e1-p_e.jpg','https://photos.zillowstatic.com/fp/bfe4b2fa0ae8d7190c81249953096a50-p_e.jpg','https://photos.zillowstatic.com/fp/f06e38772f2b59771dbc3297d4d508a0-p_e.jpg','https://photos.zillowstatic.com/fp/396b6b422a778a4380572219db245674-p_e.jpg','https://photos.zillowstatic.com/fp/b2927ab4740f4080ce0068e0d019bb06-p_e.jpg','https://photos.zillowstatic.com/fp/3e3eb31329c1a3fbd9ba2b29404f875e-p_e.jpg','https://photos.zillowstatic.com/fp/941eef1dae1ffdb779091ca0a850fffc-p_e.jpg','https://photos.zillowstatic.com/fp/edfecb254f9d59f67f1ae8acd5bf799a-p_e.jpg','https://photos.zillowstatic.com/fp/c33dcad39f201b8c57cd1a068a1215ba-p_e.jpg','https://photos.zillowstatic.com/fp/c0984da0fe346c052e008fb3d8c6e5c1-p_e.jpg','https://photos.zillowstatic.com/fp/dea96cc3ddcd0a90eb2e8291f0b062a0-p_e.jpg','https://photos.zillowstatic.com/fp/e30df1c0f74979a45c898a7e241c36dc-p_e.jpg','https://photos.zillowstatic.com/fp/fdf6d6e0125b5c718bc7dbbbfdb875b8-p_e.jpg','https://photos.zillowstatic.com/fp/8f0691d2cf3df6c66070391c6b968f9b-p_e.jpg','https://photos.zillowstatic.com/fp/36c5a3bf9c235e3e24a00836165afc6b-p_e.jpg']"
"4985 N Primrose Cir, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/4985-N-Primrose-Cir-Flagstaff-AZ-86001/7374447_zpid/,"$2,000/mo",1,1,650,"['https://photos.zillowstatic.com/fp/4f1b1b002dd1476b722d134c6aeb21b3-p_e.jpg','https://photos.zillowstatic.com/fp/a2a5fb2ff8222eb87d8401c0ff3266f3-p_e.jpg','https://photos.zillowstatic.com/fp/baee4063247a4bc22f4bacf1d2f39abb-p_e.jpg','https://photos.zillowstatic.com/fp/73581787f2d189a0ad06c5d3931c970b-p_e.jpg','https://photos.zillowstatic.com/fp/61d418dd12e625a3e3416dd49624cb89-p_e.jpg','https://photos.zillowstatic.com/fp/c4955d8d59f36fba849221265eb65fb0-p_e.jpg','https://photos.zillowstatic.com/fp/9439d4a3ea9266236c5deca7a8704117-p_e.jpg','https://photos.zillowstatic.com/fp/088283990de0200ea594990d3ff698f8-p_e.jpg','https://photos.zillowstatic.com/fp/0edf4ab8088133cbe84327d8830fd565-p_e.jpg']"
"595 Cherokee, Flagstaff, AZ 86005",https://www.zillow.com/homedetails/595-Cherokee-Flagstaff-AZ-86005/7366798_zpid/,"$2,200/mo",2,1,798,"['https://photos.zillowstatic.com/fp/4308d6b82ce1640cbd969320cc5a7751-p_e.jpg','https://photos.zillowstatic.com/fp/2ca97e833df5afe389242c5eb7ae739d-p_e.jpg','https://photos.zillowstatic.com/fp/d78a4f307c63aca89a77f6d08cd6ac15-p_e.jpg','https://photos.zillowstatic.com/fp/f427019124d30f2c03da36eac336d847-p_e.jpg','https://photos.zillowstatic.com/fp/8ccbb0ecc65b97fa5019ddd2acb27dbe-p_e.jpg','https://photos.zillowstatic.com/fp/5c630c64607c3a1d82ecbfc81532e3e7-p_e.jpg','https://photos.zillowstatic.com/fp/1e1778fc778a4536c99d96fc11e53a8f-p_e.jpg','https://photos.zillowstatic.com/fp/86e0e203da3c94a9324a49c42934ddf9-p_e.jpg','https://photos.zillowstatic.com/fp/0669222deadf158f0712024564373460-p_e.jpg','https://photos.zillowstatic.com/fp/5216e1bf215f148bc4ecdb31e364264e-p_e.jpg','https://photos.zillowstatic.com/fp/14e4b6cc8d488bf85570d44eacada3b1-p_e.jpg','https://photos.zillowstatic.com/fp/042f7a721d0b8c948f1eab96367e651a-p_e.jpg','https://photos.zillowstatic.com/fp/e2f32e808ac2cbbfc5e78da9ddc9f2f5-p_e.jpg','https://photos.zillowstatic.com/fp/9c7892c6906e8fd287e7794dd90b3ae0-p_e.jpg','https://photos.zillowstatic.com/fp/4b31b6e8c3be3eb24e9246991ea73a90-p_e.jpg','https://photos.zillowstatic.com/fp/3590f3f11214a63be5a63903868bc8f3-p_e.jpg']"
"221 S Humphreys St, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/221-S-Humphreys-St-Flagstaff-AZ-86001/7357239_zpid/,"$2,900/mo",3,2,2250,"['https://photos.zillowstatic.com/fp/c334737bdd1ee347b07d638ba3c34e1c-p_e.jpg','https://photos.zillowstatic.com/fp/84b02137ea9a20104fd8af3f5a822488-p_e.jpg','https://photos.zillowstatic.com/fp/bfcbcbf7684836da3e2f01642af7f139-p_e.jpg','https://photos.zillowstatic.com/fp/e967a51c919c2ad993841438a599ea83-p_e.jpg','https://photos.zillowstatic.com/fp/e33d7563153ccf6637a24659a00f7a0b-p_e.jpg','https://photos.zillowstatic.com/fp/ce5908ce6de8849af2494a7a1b3f0ae3-p_e.jpg','https://photos.zillowstatic.com/fp/f3277ff6f8c52391fcf013b211d6aecb-p_e.jpg','https://photos.zillowstatic.com/fp/170b9d8202e7cac47e9002bbb7fc1832-p_e.jpg','https://photos.zillowstatic.com/fp/d190dd421315bf6bc6425b950e0e2893-p_e.jpg','https://photos.zillowstatic.com/fp/2b8b2649e23b07c2b3bcbc5a9225110d-p_e.jpg','https://photos.zillowstatic.com/fp/08a51ab400c6cf7b88a9ab046c7ad40f-p_e.jpg','https://photos.zillowstatic.com/fp/2388625509e59c00b4cc9fd85f1fb694-p_e.jpg','https://photos.zillowstatic.com/fp/aaa493f92121105a6ac7fa0a73b97d2e-p_e.jpg','https://photos.zillowstatic.com/fp/e99c8bb722f4d283b5e278725bd2e3c1-p_e.jpg','https://photos.zillowstatic.com/fp/94621467032afddd0683aa9060d361f3-p_e.jpg','https://photos.zillowstatic.com/fp/baddeee084b12897bb0f2403d9ecf864-p_e.jpg','https://photos.zillowstatic.com/fp/70b725e6e53db4bce692a7cb441869c0-p_e.jpg','https://photos.zillowstatic.com/fp/ac9b9d2f066f780a4463478ea054f20c-p_e.jpg','https://photos.zillowstatic.com/fp/41a9410242cfd2b6a54ab5c261744bc6-p_e.jpg']"
"632 S Fountaine St #2, Flagstaff, AZ 86001",https://www.zillow.com/homedetails/632-S-Fountaine-St-2-Flagstaff-AZ-86001/402713918_zpid/,"$1,625/mo",2,1,800,"['https://photos.zillowstatic.com/fp/fc13e3eec9b6dd7dcbb9aae8560e1a90-p_e.jpg','https://photos.zillowstatic.com/fp/a48c2b5928748e97086678d1f0a8d58a-p_e.jpg','https://photos.zillowstatic.com/fp/a6f641d7d715b2ceea6d988ca41d9882-p_e.jpg','https://photos.zillowstatic.com/fp/d93bffd8cdd9b1bde99cf1f1fe3d1b34-p_e.jpg','https://photos.zillowstatic.com/fp/bf0f11f41b203f833dac9f6e6601c360-p_e.jpg']"
"3209 N Dyer St, Flagstaff, AZ 86004",https://www.zillow.com/homedetails/3209-N-Dyer-St-Flagstaff-AZ-86004/81989171_zpid/,"$3,200/mo",4,3,1757,"['https://photos.zillowstatic.com/fp/10e5e66da152b56bb55a3d47fe90e9f7-p_e.jpg','https://photos.zillowstatic.com/fp/2dbec6591e1d247186dace3ec01c6fd8-p_e.jpg','https://photos.zillowstatic.com/fp/3d22c1c7354197dd10da0d9f9dd35425-p_e.jpg','https://photos.zillowstatic.com/fp/c8989949226499a413c2948bfa3fcb3d-p_e.jpg','https://photos.zillowstatic.com/fp/a5ea843e3a96bc9af2f3690171dcb32a-p_e.jpg','https://photos.zillowstatic.com/fp/274c78a50ca0c1eba4a1cbe94a9e4183-p_e.jpg','https://photos.zillowstatic.com/fp/465f3dd37497ff43d33985291e1dafdc-p_e.jpg','https://photos.zillowstatic.com/fp/bfc2ccce2264f35c1f3ee0dc2d3d0c37-p_e.jpg','https://photos.zillowstatic.com/fp/71c8943edceb2063346a170d5d1c1d29-p_e.jpg','https://photos.zillowstatic.com/fp/0f57a262a10c4f4c74b7a237cd38c2d9-p_e.jpg','https://photos.zillowstatic.com/fp/08a72e0791dcb454020b8313ab5ec025-p_e.jpg','https://photos.zillowstatic.com/fp/6e5193d3b2a81ec5af13bfa7c8ef6ff1-p_e.jpg','https://photos.zillowstatic.com/fp/74ad89503e3efdd7aa5438abee485627-p_e.jpg','https://photos.zillowstatic.com/fp/24abdc1be46588b01b8b2ee344e9a81a-p_e.jpg','https://photos.zillowstatic.com/fp/f5604efd5a96e9e9489cd86db9e72be5-p_e.jpg','https://photos.zillowstatic.com/fp/d8cb405991f40f0eca2397cf75513304-p_e.jpg','https://photos.zillowstatic.com/fp/7b4b31bb32f7d9794c6082f9b7bc5c46-p_e.jpg','https://photos.zillowstatic.com/fp/aa289318417a3f38532dc305979222eb-p_e.jpg','https://photos.zillowstatic.com/fp/ec1cabfae3ef4ceb6ecbbdc901764fbc-p_e.jpg','https://photos.zillowstatic.com/fp/1ffb773df622f8cf5f36b4c7427f678e-p_e.jpg','https://photos.zillowstatic.com/fp/a098915fb78620af0bcd5d9f7c9b6acb-p_e.jpg','https://photos.zillowstatic.com/fp/e1d5d3fac6706860cf3714ee300ebd34-p_e.jpg','https://photos.zillowstatic.com/fp/45b91b553a3a3927ac3de0845b03b651-p_e.jpg','https://photos.zillowstatic.com/fp/5c0e240e969f8c68264c0b8b1b666555-p_e.jpg','https://photos.zillowstatic.com/fp/17803a28fb483dfcd29ca88f757b3aa8-p_e.jpg']"
